text,intent
"Tôi muốn xác nhận lịch hẹn của mình vào tuần tới.",schedule_appointment
"Tôi muốn xem lịch để đặt cuộc hẹn.",schedule_appointment
"Xin cho tôi biết thời gian khả dụng để đặt hẹn.",schedule_appointment
"Xin hãy cho tôi biết cách đăng ký hẹn với bác sĩ.",schedule_appointment
"Xin hãy cho tôi biết cách đăng ký lịch hẹn.",schedule_appointment
"Xin hãy cho tôi biết cách đăng ký lịch hẹn.",schedule_appointment
"Xin hãy cho tôi biết cách đặt lịch hẹn qua điện thoại.",schedule_appointment
"Xin hãy cho tôi biết cách đặt lịch hẹn qua điện thoại.",schedule_appointment
"Xin hãy cho tôi biết cách đặt lịch hẹn qua ứng dụng.",schedule_appointment
"Xin hãy cho tôi biết cách đặt lịch hẹn qua ứng dụng.",schedule_appointment
"Xin hãy cho tôi biết cách đặt lịch hẹn trực tuyến.",schedule_appointment
"Xin hãy cho tôi biết cách để đặt cuộc hẹn.",schedule_appointment
"Xin hãy cho tôi biết cách để đặt cuộc hẹn.",schedule_appointment
"Xin hãy cho tôi biết cách hủy lịch hẹn nếu cần.",schedule_appointment
"Xin hãy cho tôi biết thời gian bác sĩ có sẵn trong tháng này.",schedule_appointment
"Xin hãy cho tôi biết thời gian có sẵn để đặt hẹn.",schedule_appointment
"Xin hãy cho tôi biết thời gian có sẵn để đặt hẹn.",schedule_appointment
"Xin hãy cho tôi biết thời gian khả dụng để đặt hẹn.",schedule_appointment
"Xin hãy cho tôi biết thời gian khả dụng để đặt hẹn.",schedule_appointment
"Xin hãy cho tôi biết thời gian khám bệnh khả dụng trong tuần này.",schedule_appointment
"Xin hãy cho tôi biết thời gian khám của bác sĩ tâm lý.",schedule_appointment
"Xin hãy cho tôi biết thời gian khám khả dụng trong tuần này.",schedule_appointment
"Xin hãy cho tôi biết thời gian nào là tốt nhất để khám mắt.",schedule_appointment
"Xin hãy cho tôi biết thời gian nào là tốt nhất để khám phụ khoa.",schedule_appointment
"Xin hãy cho tôi biết thông tin về lịch khám của bác sĩ.",schedule_appointment
"Xin hãy cho tôi biết thông tin về lịch khám của bác sĩ.",schedule_appointment
"Xin hãy cung cấp thông tin để tôi đặt lịch hẹn.",schedule_appointment
"Xin hãy giúp tôi đăng ký lịch khám cho trẻ em.",schedule_appointment
"Xin hãy giúp tôi đăng ký một cuộc hẹn.",schedule_appointment
"Xin hãy giúp tôi đặt lịch hẹn khám bệnh.",schedule_appointment
"Xin hãy giúp tôi đặt lịch hẹn với bác sĩ chuyên khoa tai mũi họng.",schedule_appointment
"Xin hãy giúp tôi sắp xếp cuộc hẹn với bác sĩ nội khoa.",schedule_appointment
"Xin hãy giúp tôi sắp xếp lịch hẹn.",schedule_appointment
"Xin hãy giúp tôi sắp xếp một cuộc hẹn với bác sĩ.",schedule_appointment
"Xin hãy giúp tôi sắp xếp một lịch hẹn.",schedule_appointment
"Xin hãy giúp tôi xác nhận lịch hẹn của mình vào cuối tuần.",schedule_appointment
"Xin hãy giúp tôi xác nhận lịch hẹn vào cuối tuần.",schedule_appointment
"Xin hãy giúp tôi xác nhận lịch hẹn vào cuối tuần.",schedule_appointment
"Xin hãy giúp tôi xác nhận lịch hẹn vào thứ Sáu.",schedule_appointment
"Xin hãy giúp tôi xác nhận thời gian hẹn.",schedule_appointment
"Xin hãy giúp tôi xác nhận thời gian hẹn.",schedule_appointment
"Xin hãy hỗ trợ tôi đặt lịch hẹn với bác sĩ.",schedule_appointment
"Xin hãy hỗ trợ tôi đặt lịch hẹn với bác sĩ.",schedule_appointment
"Xin hãy hỗ trợ tôi trong việc đặt lịch hẹn khám bệnh.",schedule_appointment
"Xin hãy hỗ trợ tôi trong việc đặt lịch hẹn khám bệnh.",schedule_appointment
"Xin hãy hỗ trợ tôi trong việc đặt lịch hẹn khám bệnh.",schedule_appointment
"Xin hãy hỗ trợ tôi trong việc đặt lịch hẹn tại bệnh viện.",schedule_appointment
"Xin hãy hỗ trợ tôi trong việc đặt lịch hẹn với bác sĩ chuyên khoa.",schedule_appointment
"Xin hãy hỗ trợ tôi trong việc đặt lịch hẹn với bác sĩ nội khoa.",schedule_appointment
"Xin hãy hỗ trợ tôi trong việc xác nhận lịch hẹn.",schedule_appointment
"Xin hãy hỗ trợ tôi trong việc xác nhận lịch hẹn.",schedule_appointment




"Có thể cho tôi biết cuộc hẹn của tôi đã được hủy chưa?",confirm_cancel_appointment
"Có thể cho tôi biết lịch hẹn của tôi có bị hủy không?",confirm_cancel_appointment
"Có thể cho tôi biết lịch hẹn của tôi đã bị hủy chưa?",confirm_cancel_appointment
"Có thể cho tôi biết lịch hẹn của tôi đã được hủy chưa?",confirm_cancel_appointment
"Có thể cho tôi biết liệu tôi đã hủy lịch hẹn chưa?",confirm_cancel_appointment
"Có thể cho tôi biết liệu tôi đã hủy lịch hẹn thành công chưa?",confirm_cancel_appointment
"Có thể cho tôi biết rằng lịch hẹn của tôi đã bị hủy không?",confirm_cancel_appointment
"Có thể giúp tôi hủy cuộc hẹn khám bệnh không?",confirm_cancel_appointment
"Có thể giúp tôi hủy cuộc hẹn khám bệnh không?",confirm_cancel_appointment
"Có thể giúp tôi hủy cuộc hẹn khám bệnh không?",confirm_cancel_appointment
"Có thể giúp tôi hủy cuộc hẹn khám mắt không?",confirm_cancel_appointment
"Có thể giúp tôi hủy cuộc hẹn khám nha khoa không?",confirm_cancel_appointment
"Có thể giúp tôi hủy cuộc hẹn khám sức khỏe không?",confirm_cancel_appointment
"Có thể giúp tôi hủy cuộc hẹn khám sức khỏe không?",confirm_cancel_appointment
"Có thể giúp tôi hủy cuộc hẹn khám sức khỏe tâm lý không?",confirm_cancel_appointment
"Có thể giúp tôi hủy cuộc hẹn khám thai không?",confirm_cancel_appointment
"Có thể giúp tôi hủy cuộc hẹn khám tổng quát không?",confirm_cancel_appointment
"Có thể giúp tôi hủy cuộc hẹn kiểm tra sức khỏe không?",confirm_cancel_appointment
"Có thể giúp tôi hủy cuộc hẹn kiểm tra sức khỏe không?",confirm_cancel_appointment
"Có thể giúp tôi hủy cuộc hẹn kiểm tra sức khỏe không?",confirm_cancel_appointment
"Có thể giúp tôi hủy cuộc hẹn vào buổi sáng không?",confirm_cancel_appointment
"Có thể giúp tôi hủy cuộc hẹn vào ngày 11 không?",confirm_cancel_appointment
"Có thể giúp tôi hủy cuộc hẹn vào ngày 20 không?",confirm_cancel_appointment
"Có thể giúp tôi hủy lịch hẹn khám bệnh không?",confirm_cancel_appointment
"Có thể giúp tôi hủy lịch hẹn khám sức khỏe không?",confirm_cancel_appointment
"Có thể giúp tôi hủy lịch hẹn khám sức khỏe không?",confirm_cancel_appointment
"Có thể giúp tôi hủy lịch hẹn khám thai không?",confirm_cancel_appointment
"Có thể giúp tôi hủy lịch hẹn vào tuần tới không?",confirm_cancel_appointment
"Có thể hủy cuộc hẹn của tôi vào thứ Bảy không?",confirm_cancel_appointment
"Có thể hủy cuộc hẹn của tôi vào thứ Năm tới không?",confirm_cancel_appointment
"Có thể hủy cuộc hẹn của tôi vào thứ Sáu không?",confirm_cancel_appointment
"Có thể hủy cuộc hẹn của tôi vào tuần sau không?",confirm_cancel_appointment
"Có thể hủy lịch hẹn của tôi vào cuối tuần này không?",confirm_cancel_appointment
"Có thể hủy lịch hẹn của tôi vào thứ Bảy không?",confirm_cancel_appointment
"Có thể hủy lịch hẹn của tôi vào thứ Năm không?",confirm_cancel_appointment
"Có thể hủy lịch hẹn của tôi vào thứ Tư không?",confirm_cancel_appointment
"Có thể xác nhận rằng lịch hẹn của tôi đã bị hủy không?",confirm_cancel_appointment
"Có thể xác nhận rằng lịch hẹn của tôi đã được hủy không?",confirm_cancel_appointment
"Có thể xác nhận rằng lịch hẹn đã được hủy không?",confirm_cancel_appointment
"Có thể xác nhận rằng tôi đã hủy cuộc hẹn không?",confirm_cancel_appointment
"Có thể xác nhận rằng tôi đã hủy lịch hẹn không?",confirm_cancel_appointment
"Có thể xác nhận việc hủy cuộc hẹn với bác sĩ không?",confirm_cancel_appointment
"Có thể xác nhận việc hủy lịch hẹn của tôi không?",confirm_cancel_appointment
"Có thể xác nhận việc hủy lịch hẹn của tôi không?",confirm_cancel_appointment
"Có thể xác nhận việc hủy lịch hẹn không?",confirm_cancel_appointment
"Giúp tôi hủy cuộc hẹn khám chuyên khoa.",confirm_cancel_appointment
"Giúp tôi hủy cuộc hẹn khám thai.",confirm_cancel_appointment
"Giúp tôi hủy cuộc hẹn vào ngày 15 tháng này.",confirm_cancel_appointment
"Giúp tôi xác nhận việc hủy cuộc hẹn vào chiều nay.",confirm_cancel_appointment
"Giúp tôi xác nhận việc hủy cuộc hẹn vào chiều thứ Năm.",confirm_cancel_appointment
"Giúp tôi xác nhận việc hủy cuộc hẹn vào chiều thứ Năm.",confirm_cancel_appointment
"Giúp tôi xác nhận việc hủy cuộc hẹn vào ngày 15 này.",confirm_cancel_appointment
"Hãy giúp tôi hủy cuộc hẹn vào thứ Sáu tới.",confirm_cancel_appointment
"Hủy lịch hẹn với bác sĩ của tôi, xin vui lòng.",confirm_cancel_appointment
"Làm ơn cho tôi biết lịch hẹn của mình đã bị hủy hay chưa?",confirm_cancel_appointment
"Làm ơn cho tôi biết lịch hẹn của tôi đã bị hủy chưa?",confirm_cancel_appointment
"Làm ơn cho tôi biết lịch hẹn của tôi đã được hủy chưa?",confirm_cancel_appointment
"Thứ Năm tuần sau tôi bận, hãy hủy giúp tôi.",confirm_cancel_appointment
"Tôi cần biết lịch hẹn của mình đã bị hủy chưa.",confirm_cancel_appointment
"Tôi cần biết lịch hẹn của tôi đã bị hủy chưa.",confirm_cancel_appointment
"Tôi cần biết liệu lịch hẹn của mình có đã bị hủy không.",confirm_cancel_appointment
"Tôi cần biết liệu lịch hẹn của mình đã bị hủy chưa.",confirm_cancel_appointment
"Tôi cần biết liệu lịch hẹn đã được hủy không.",confirm_cancel_appointment
"Tôi cần hủy cuộc gặp với bác sĩ.",confirm_cancel_appointment
"Tôi cần hủy cuộc hẹn đã đặt cho ngày mai.",confirm_cancel_appointment
"Tôi cần hủy cuộc hẹn khám bệnh vào thứ Tư.",confirm_cancel_appointment
"Tôi cần hủy cuộc hẹn khám tổng quát.",confirm_cancel_appointment
"Tôi cần hủy cuộc hẹn tái khám của mình.",confirm_cancel_appointment
"Tôi cần hủy cuộc hẹn vào buổi chiều thứ Hai.",confirm_cancel_appointment
"Tôi cần hủy cuộc hẹn với bác sĩ vào thứ Năm tới.",confirm_cancel_appointment
"Tôi cần hủy lịch hẹn khám mắt vào thứ Sáu này.",confirm_cancel_appointment
"Tôi cần hủy lịch hẹn khám sức khỏe vào thứ Bảy.",confirm_cancel_appointment
"Tôi cần hủy lịch hẹn khám tổng quát vào thứ Ba tới.",confirm_cancel_appointment
"Tôi cần hủy lịch hẹn kiểm tra sức khỏe định kỳ.",confirm_cancel_appointment
"Tôi cần hủy lịch hẹn kiểm tra sức khỏe vào ngày 20.",confirm_cancel_appointment
"Tôi cần hủy lịch hẹn kiểm tra sức khỏe vào thứ Hai tới.",confirm_cancel_appointment
"Tôi cần hủy lịch hẹn tái khám vào tuần sau.",confirm_cancel_appointment
"Tôi cần hủy lịch hẹn tái khám vào tuần tới.",confirm_cancel_appointment
"Tôi cần hủy lịch hẹn vào buổi chiều thứ Ba.",confirm_cancel_appointment
"Tôi cần hủy lịch hẹn vào thứ Ba tới.",confirm_cancel_appointment
"Tôi cần hủy lịch hẹn vào thứ Ba tuần sau.",confirm_cancel_appointment
"Tôi cần kiểm tra xem lịch hẹn của mình có bị hủy không.",confirm_cancel_appointment
"Tôi cần kiểm tra xem lịch hẹn của mình đã bị hủy chưa.",confirm_cancel_appointment
"Tôi cần kiểm tra xem lịch hẹn của mình đã được hủy chưa.",confirm_cancel_appointment
"Tôi cần kiểm tra xem lịch hẹn đã bị hủy chưa.",confirm_cancel_appointment
"Tôi cần xác nhận hủy lịch hẹn đã đặt trước.",confirm_cancel_appointment
"Tôi cần xác nhận lịch hẹn của mình đã được hủy chưa.",confirm_cancel_appointment
"Tôi cần xác nhận rằng cuộc hẹn của tôi đã bị hủy bỏ.",confirm_cancel_appointment
"Tôi cần xác nhận rằng cuộc hẹn của tôi đã bị hủy.",confirm_cancel_appointment
"Tôi cần xác nhận rằng cuộc hẹn đã được hủy.",confirm_cancel_appointment
"Tôi cần xác nhận rằng lịch hẹn của tôi đã bị hủy bỏ.",confirm_cancel_appointment
"Tôi cần xác nhận rằng lịch hẹn đã bị hủy bỏ.",confirm_cancel_appointment
"Tôi cần xác nhận rằng lịch hẹn đã được hủy bỏ.",confirm_cancel_appointment
"Tôi cần xác nhận rằng lịch hẹn đã được hủy.",confirm_cancel_appointment
"Tôi cần xác nhận rằng tôi đã hủy cuộc hẹn khám bệnh của mình.",confirm_cancel_appointment
"Tôi cần xác nhận rằng tôi đã hủy cuộc hẹn tái khám.",confirm_cancel_appointment
"Tôi cần xác nhận rằng tôi đã hủy cuộc hẹn vào ngày 30.",confirm_cancel_appointment
"Tôi cần xác nhận rằng tôi đã hủy cuộc hẹn vào ngày 5 tháng tới.",confirm_cancel_appointment
"Tôi cần xác nhận rằng tôi đã hủy cuộc hẹn vào ngày mai.",confirm_cancel_appointment
"Tôi cần xác nhận rằng tôi đã hủy cuộc hẹn vào thứ Sáu tới.",confirm_cancel_appointment
